Report Date,County,Place of Fatality,Deaths by County of Residence
09/14/2020,Fulton,20,28
09/14/2020,Genesee,6,6
09/14/2020,Greene,5,14
09/14/2020,Hamilton,0,1
09/14/2020,Herkimer,8,10
09/14/2020,Jefferson,1,1
09/14/2020,Kings,"4,565","5,061"
09/14/2020,Lewis,0,5
09/14/2020,Livingston,6,6
09/14/2020,Madison,6,9
09/14/2020,Manhattan,"3,383","2,105"
09/14/2020,Monroe,276,258
09/14/2020,Montgomery,8,9
09/14/2020,Nassau,"2,714","2,201"
09/14/2020,Niagara,68,89
09/14/2020,Non-NYS,0,106
09/14/2020,Oneida,113,120
09/14/2020,Onondaga,197,180
09/14/2020,Ontario,26,28
09/14/2020,Orange,409,411
09/14/2020,Orleans,41,55
09/14/2020,Oswego,0,3
09/14/2020,Otsego,6,4
09/14/2020,Putnam,62,63
09/14/2020,Queens,"4,079","5,106"
09/14/2020,Rensselaer,47,42
09/14/2020,Richmond,752,754
09/14/2020,Rockland,471,509
09/14/2020,Saratoga,5,15
09/14/2020,Schenectady,45,46
09/14/2020,Schoharie,0,2
09/14/2020,Schuyler,0,0
09/14/2020,Seneca,0,1
09/14/2020,St. Lawrence,4,4
09/14/2020,Statewide Total,"25,405","25,405"
09/14/2020,Steuben,29,39
09/14/2020,Suffolk,"2,058","2,011"
09/14/2020,Sullivan,32,37
09/14/2020,Tioga,19,21
09/14/2020,Tompkins,2,0
09/14/2020,Ulster,51,83
09/14/2020,Warren,31,30
09/14/2020,Washington,11,14
09/14/2020,Wayne,1,3
09/14/2020,Westchester,"1,584","1,453"
09/14/2020,Wyoming,3,5
09/14/2020,Yates,6,6
09/14/2021,Albany,618,368
09/14/2021,Allegany,59,91
09/14/2021,Bronx,"4,198","4,632"
09/14/2021,Broome,427,379
09/14/2021,Cattaraugus,102,96
09/14/2021,Cayuga,81,100
09/14/2021,Chautauqua,148,153
09/14/2021,Chemung,181,142
09/14/2021,Chenango,56,85
09/14/2021,Clinton,40,33
09/14/2021,Columbia,109,107
09/14/2021,Cortland,66,69
09/14/2021,Delaware,17,40
09/14/2021,Dutchess,507,480
09/14/2021,Erie,"2,076","1,871"
09/14/2021,Essex,22,29
09/14/2021,Franklin,12,15
09/14/2021,Fulton,64,97
09/14/2021,Genesee,108,126
09/14/2021,Greene,30,82
09/14/2021,Hamilton,0,3
09/14/2021,Herkimer,54,115
09/14/2021,Jefferson,59,70
09/14/2021,Kings,"6,703","7,447"
09/14/2021,Lewis,13,36
09/14/2021,Livingston,40,63
09/14/2021,Madison,82,96
09/14/2021,Manhattan,"5,068","3,101"
09/14/2021,Monroe,"1,296","1,148"
09/14/2021,Montgomery,112,133
09/14/2021,Nassau,"3,921","3,239"
09/14/2021,Niagara,237,381
09/14/2021,Non-NYS,0,285
09/14/2021,Oneida,552,532
09/14/2021,Onondaga,829,701
09/14/2021,Ontario,120,95
09/14/2021,Orange,780,748
09/14/2021,Orleans,49,83
09/14/2021,Oswego,67,100
09/14/2021,Otsego,73,50
09/14/2021,Putnam,88,95
09/14/2021,Queens,"5,745","7,072"
09/14/2021,Rensselaer,124,154
09/14/2021,Richmond,"1,158","1,183"
09/14/2021,Rockland,729,766
09/14/2021,Saratoga,139,184
09/14/2021,Schenectady,205,213
09/14/2021,Schoharie,6,20
09/14/2021,Schuyler,5,16
09/14/2021,Seneca,30,58
09/14/2021,St. Lawrence,102,111
09/14/2021,Statewide Total,"44,036","44,036"
09/14/2021,Steuben,125,154
09/14/2021,Suffolk,"3,527","3,498"
09/14/2021,Sullivan,68,79
09/14/2021,Tioga,39,65
09/14/2021,Tompkins,64,59
09/14/2021,Ulster,156,270
09/14/2021,Warren,99,76
09/14/2021,Washington,33,61
09/14/2021,Wayne,43,76
09/14/2021,Westchester,"2,515","2,325"
09/14/2021,Wyoming,40,54
09/14/2021,Yates,20,26
09/15/2020,Albany,178,123
09/15/2020,Allegany,0,2
09/15/2020,Bronx,"3,095","3,376"
09/15/2020,Broome,91,85
09/15/2020,Cattaraugus,6,7
09/15/2020,Cayuga,1,2
09/15/2020,Chautauqua,5,4
09/15/2020,Chemung,5,2
09/15/2020,Chenango,3,6
09/15/2020,Clinton,6,5
09/15/2020,Columbia,43,47
09/15/2020,Cortland,0,1
09/15/2020,Delaware,0,4
09/15/2020,Dutchess,163,156
09/15/2020,Erie,647,619
09/15/2020,Essex,11,12
09/15/2020,Franklin,1,1
09/15/2020,Fulton,20,28
09/15/2020,Genesee,6,6
09/15/2020,Greene,5,14
09/15/2020,Hamilton,0,1
09/15/2020,Herkimer,8,10
09/15/2020,Jefferson,1,1
09/15/2020,Kings,"4,566","5,062"
09/15/2020,Lewis,0,5
09/15/2020,Livingston,6,6
09/15/2020,Madison,6,9
09/15/2020,Manhattan,"3,383","2,105"
09/15/2020,Monroe,277,259
09/15/2020,Montgomery,8,9
09/15/2020,Nassau,"2,715","2,201"
09/15/2020,Niagara,68,89
09/15/2020,Non-NYS,0,106
09/15/2020,Oneida,113,120
09/15/2020,Onondaga,197,180
09/15/2020,Ontario,26,28
09/15/2020,Orange,409,411
09/15/2020,Orleans,41,55
09/15/2020,Oswego,0,3
09/15/2020,Otsego,6,4
09/15/2020,Putnam,62,63
09/15/2020,Queens,"4,079","5,107"
09/15/2020,Rensselaer,47,42
09/15/2020,Richmond,752,754
09/15/2020,Rockland,471,509
09/15/2020,Saratoga,5,15
09/15/2020,Schenectady,45,46
09/15/2020,Schoharie,0,2
09/15/2020,Schuyler,0,0
09/15/2020,Seneca,0,1
09/15/2020,St. Lawrence,4,4
09/15/2020,Statewide Total,"25,410","25,410"
09/15/2020,Steuben,29,39
09/15/2020,Suffolk,"2,058","2,011"
09/15/2020,Sullivan,32,37
09/15/2020,Tioga,19,21
09/15/2020,Tompkins,2,0
09/15/2020,Ulster,51,83
09/15/2020,Warren,31,30
09/15/2020,Washington,11,14
09/15/2020,Wayne,1,3
09/15/2020,Westchester,"1,586","1,454"
09/15/2020,Wyoming,3,5
09/15/2020,Yates,6,6
09/15/2021,Albany,618,368
09/15/2021,Allegany,60,92
09/15/2021,Bronx,"4,199","4,633"
09/15/2021,Broome,429,380
09/15/2021,Cattaraugus,102,96
09/15/2021,Cayuga,81,100
09/15/2021,Chautauqua,149,154
09/15/2021,Chemung,182,142
09/15/2021,Chenango,56,85
09/15/2021,Clinton,41,34
09/15/2021,Columbia,109,107
09/15/2021,Cortland,66,69
09/15/2021,Delaware,17,40
09/15/2021,Dutchess,508,481
09/15/2021,Erie,"2,078","1,873"
09/15/2021,Essex,22,29
09/15/2021,Franklin,12,15
09/15/2021,Fulton,64,97
09/15/2021,Genesee,108,126
09/15/2021,Greene,30,82
09/15/2021,Hamilton,0,3
09/15/2021,Herkimer,54,115
09/15/2021,Jefferson,60,71
09/15/2021,Kings,"6,705","7,450"
09/15/2021,Lewis,13,36
09/15/2021,Livingston,40,63
09/15/2021,Madison,82,96
09/15/2021,Manhattan,"5,068","3,101"
09/15/2021,Monroe,"1,300","1,151"
09/15/2021,Montgomery,112,133
09/15/2021,Nassau,"3,923","3,240"
09/15/2021,Niagara,237,381
09/15/2021,Non-NYS,0,285
09/15/2021,Oneida,555,536
09/15/2021,Onondaga,831,703
09/15/2021,Ontario,120,95
09/15/2021,Orange,782,750
09/15/2021,Orleans,49,83
09/15/2021,Oswego,67,100
09/15/2021,Otsego,73,50
09/15/2021,Putnam,88,95
09/15/2021,Queens,"5,748","7,075"
09/15/2021,Rensselaer,124,154
09/15/2021,Richmond,"1,158","1,183"
09/15/2021,Rockland,729,766
09/15/2021,Saratoga,139,184
09/15/2021,Schenectady,205,213
09/15/2021,Schoharie,6,20
09/15/2021,Schuyler,5,16
09/15/2021,Seneca,30,58
09/15/2021,St. Lawrence,103,112
09/15/2021,Statewide Total,"44,070","44,070"
09/15/2021,Steuben,125,155
09/15/2021,Suffolk,"3,529","3,500"
09/15/2021,Sullivan,69,80
09/15/2021,Tioga,39,66
09/15/2021,Tompkins,64,59
09/15/2021,Ulster,156,270
09/15/2021,Warren,99,76
09/15/2021,Washington,33,61
09/15/2021,Wayne,43,76
09/15/2021,Westchester,"2,516","2,326"
09/15/2021,Wyoming,40,54
09/15/2021,Yates,20,26
09/16/2020,Albany,178,123
09/16/2020,Allegany,0,2
09/16/2020,Bronx,"3,095","3,376"
09/16/2020,Broome,91,85
09/16/2020,Cattaraugus,6,7
09/16/2020,Cayuga,1,2
09/16/2020,Chautauqua,5,4
09/16/2020,Chemung,5,2
09/16/2020,Chenango,3,6
09/16/2020,Clinton,6,5
09/16/2020,Columbia,43,47
09/16/2020,Cortland,0,1
09/16/2020,Delaware,0,4
09/16/2020,Dutchess,163,156
09/16/2020,Erie,647,619
09/16/2020,Essex,11,12
09/16/2020,Franklin,1,1
09/16/2020,Fulton,20,28
09/16/2020,Genesee,6,6
09/16/2020,Greene,5,14
09/16/2020,Hamilton,0,1
09/16/2020,Herkimer,8,10
09/16/2020,Jefferson,1,1
09/16/2020,Kings,"4,566","5,062"
09/16/2020,Lewis,0,5
09/16/2020,Livingston,6,6
09/16/2020,Madison,6,9
09/16/2020,Manhattan,"3,383","2,105"
09/16/2020,Monroe,277,259
09/16/2020,Montgomery,8,9
09/16/2020,Nassau,"2,715","2,201"
09/16/2020,Niagara,68,89
09/16/2020,Non-NYS,0,106
09/16/2020,Oneida,114,121
09/16/2020,Onondaga,197,180
09/16/2020,Ontario,26,28
09/16/2020,Orange,409,411
09/16/2020,Orleans,41,55
09/16/2020,Oswego,0,3
09/16/2020,Otsego,6,4
09/16/2020,Putnam,62,63
09/16/2020,Queens,"4,080","5,108"
09/16/2020,Rensselaer,47,42
09/16/2020,Richmond,752,754
09/16/2020,Rockland,471,509
09/16/2020,Saratoga,5,15
09/16/2020,Schenectady,45,46
09/16/2020,Schoharie,0,2
09/16/2020,Schuyler,0,0
09/16/2020,Seneca,0,1
09/16/2020,St. Lawrence,4,4
09/16/2020,Statewide Total,"25,413","25,413"
09/16/2020,Steuben,29,39
09/16/2020,Suffolk,"2,058","2,011"
09/16/2020,Sullivan,32,37
09/16/2020,Tioga,19,21
09/16/2020,Tompkins,2,0
09/16/2020,Ulster,52,84
09/16/2020,Warren,31,30
09/16/2020,Washington,11,14
09/16/2020,Wayne,1,3
09/16/2020,Westchester,"1,586","1,454"
09/16/2020,Wyoming,3,5
09/16/2020,Yates,6,6
09/16/2021,Albany,618,368
09/16/2021,Allegany,60,92
09/16/2021,Bronx,"4,199","4,633"
09/16/2021,Broome,430,381
09/16/2021,Cattaraugus,102,96
09/16/2021,Cayuga,81,100
09/16/2021,Chautauqua,149,154
09/16/2021,Chemung,182,142
09/16/2021,Chenango,56,85
09/16/2021,Clinton,41,34
09/16/2021,Columbia,109,107
09/16/2021,Cortland,66,69
09/16/2021,Delaware,17,40
09/16/2021,Dutchess,509,483
09/16/2021,Erie,"2,080","1,875"
09/16/2021,Essex,22,29
09/16/2021,Franklin,12,15
09/16/2021,Fulton,64,97
09/16/2021,Genesee,108,126
09/16/2021,Greene,30,82
09/16/2021,Hamilton,0,3
09/16/2021,Herkimer,54,115
09/16/2021,Jefferson,60,71
09/16/2021,Kings,"6,710","7,457"
09/16/2021,Lewis,13,36
09/16/2021,Livingston,40,64
09/16/2021,Madison,82,96
09/16/2021,Manhattan,"5,069","3,101"
09/16/2021,Monroe,"1,302","1,151"
09/16/2021,Montgomery,112,133
09/16/2021,Nassau,"3,927","3,243"
09/16/2021,Niagara,238,382
09/16/2021,Non-NYS,0,285
09/16/2021,Oneida,557,538
09/16/2021,Onondaga,832,704
09/16/2021,Ontario,120,95
09/16/2021,Orange,782,750
09/16/2021,Orleans,49,83
09/16/2021,Oswego,67,100
09/16/2021,Otsego,73,50
09/16/2021,Putnam,88,95
09/16/2021,Queens,"5,752","7,079"
09/16/2021,Rensselaer,124,154
09/16/2021,Richmond,"1,158","1,183"
09/16/2021,Rockland,729,767
09/16/2021,Saratoga,140,185
09/16/2021,Schenectady,206,214
09/16/2021,Schoharie,6,20
09/16/2021,Schuyler,5,16
09/16/2021,Seneca,30,58
09/16/2021,St. Lawrence,106,115
09/16/2021,Statewide Total,"44,104","44,104"
09/16/2021,Steuben,125,155
09/16/2021,Suffolk,"3,532","3,502"
09/16/2021,Sullivan,69,80
09/16/2021,Tioga,39,66
09/16/2021,Tompkins,64,59
09/16/2021,Ulster,156,270
09/16/2021,Warren,99,76
09/16/2021,Washington,33,61
09/16/2021,Wayne,43,77
09/16/2021,Westchester,"2,518","2,327"
09/16/2021,Wyoming,40,54
09/16/2021,Yates,20,26
09/17/2020,Albany,178,123
09/17/2020,Allegany,0,2
09/17/2020,Bronx,"3,095","3,376"
09/17/2020,Broome,91,85
09/17/2020,Cattaraugus,6,7
09/17/2020,Cayuga,1,2
09/17/2020,Chautauqua,5,4
09/17/2020,Chemung,6,3
09/17/2020,Chenango,3,6
09/17/2020,Clinton,6,5
09/17/2020,Columbia,43,47
09/17/2020,Cortland,0,1
09/17/2020,Delaware,0,4
09/17/2020,Dutchess,163,156
09/17/2020,Erie,649,621
09/17/2020,Essex,12,13
09/17/2020,Franklin,1,1
09/17/2020,Fulton,20,28
09/17/2020,Genesee,6,6
09/17/2020,Greene,5,14
09/17/2020,Hamilton,0,1
09/17/2020,Herkimer,8,10
09/17/2020,Jefferson,1,1
09/17/2020,Kings,"4,566","5,062"
09/17/2020,Lewis,0,5
09/17/2020,Livingston,6,6
09/17/2020,Madison,6,9
09/17/2020,Manhattan,"3,384","2,106"
09/17/2020,Monroe,277,259
09/17/2020,Montgomery,8,9
09/17/2020,Nassau,"2,715","2,201"
09/17/2020,Niagara,68,89
09/17/2020,Non-NYS,0,106
09/17/2020,Oneida,114,121
09/17/2020,Onondaga,197,180
09/17/2020,Ontario,26,28
09/17/2020,Orange,410,412
09/17/2020,Orleans,41,55
09/17/2020,Oswego,0,3
09/17/2020,Otsego,6,4
09/17/2020,Putnam,62,63
09/17/2020,Queens,"4,083","5,111"
09/17/2020,Rensselaer,47,42
09/17/2020,Richmond,753,755
09/17/2020,Rockland,471,509
09/17/2020,Saratoga,5,15
09/17/2020,Schenectady,45,46
09/17/2020,Schoharie,0,2
09/17/2020,Schuyler,0,0
09/17/2020,Seneca,0,1
09/17/2020,St. Lawrence,4,4
09/17/2020,Statewide Total,"25,423","25,423"
09/17/2020,Steuben,29,39
09/17/2020,Suffolk,"2,058","2,011"
09/17/2020,Sullivan,32,37
09/17/2020,Tioga,19,21
09/17/2020,Tompkins,2,0
09/17/2020,Ulster,52,84
09/17/2020,Warren,31,30
09/17/2020,Washington,11,14
09/17/2020,Wayne,1,3
09/17/2020,Westchester,"1,586","1,454"
09/17/2020,Wyoming,3,5
09/17/2020,Yates,6,6
09/17/2021,Albany,619,368
09/17/2021,Allegany,60,92
09/17/2021,Bronx,"4,199","4,634"
09/17/2021,Broome,432,382
09/17/2021,Cattaraugus,102,96
09/17/2021,Cayuga,81,100
09/17/2021,Chautauqua,150,155
09/17/2021,Chemung,182,142
09/17/2021,Chenango,56,85
09/17/2021,Clinton,41,34
09/17/2021,Columbia,109,107
09/17/2021,Cortland,66,69
09/17/2021,Delaware,17,40
09/17/2021,Dutchess,509,483
09/17/2021,Erie,"2,081","1,876"
09/17/2021,Essex,22,29
09/17/2021,Franklin,12,15
09/17/2021,Fulton,64,97
09/17/2021,Genesee,109,127
09/17/2021,Greene,30,82
09/17/2021,Hamilton,0,3
09/17/2021,Herkimer,54,115
09/17/2021,Jefferson,60,71
09/17/2021,Kings,"6,712","7,460"
09/17/2021,Lewis,13,36
09/17/2021,Livingston,40,64
09/17/2021,Madison,82,96
09/17/2021,Manhattan,"5,073","3,104"
09/17/2021,Monroe,"1,305","1,154"
09/17/2021,Montgomery,112,133
09/17/2021,Nassau,"3,929","3,244"
09/17/2021,Niagara,238,382
09/17/2021,Non-NYS,0,287
09/17/2021,Oneida,558,539
09/17/2021,Onondaga,834,706
09/17/2021,Ontario,120,95
09/17/2021,Orange,784,750
09/17/2021,Orleans,49,83
09/17/2021,Oswego,67,100
09/17/2021,Otsego,74,51
09/17/2021,Putnam,88,95
09/17/2021,Queens,"5,755","7,082"
09/17/2021,Rensselaer,124,154
09/17/2021,Richmond,"1,158","1,183"
09/17/2021,Rockland,729,767
09/17/2021,Saratoga,140,185
09/17/2021,Schenectady,206,214
09/17/2021,Schoharie,6,20
09/17/2021,Schuyler,5,16
09/17/2021,Seneca,30,58
09/17/2021,St. Lawrence,106,115
09/17/2021,Statewide Total,"44,133","44,133"
09/17/2021,Steuben,126,156
09/17/2021,Suffolk,"3,534","3,504"
09/17/2021,Sullivan,69,81
09/17/2021,Tioga,39,67
09/17/2021,Tompkins,64,59
09/17/2021,Ulster,156,270
09/17/2021,Warren,99,76
09/17/2021,Washington,33,61
09/17/2021,Wayne,43,77
09/17/2021,Westchester,"2,518","2,327"
09/17/2021,Wyoming,40,54
09/17/2021,Yates,20,26
09/18/2020,Albany,178,123
09/18/2020,Allegany,0,2
09/18/2020,Bronx,"3,095","3,376"
09/18/2020,Broome,91,85
09/18/2020,Cattaraugus,6,7
09/18/2020,Cayuga,1,2
09/18/2020,Chautauqua,5,4
09/18/2020,Chemung,6,3
09/18/2020,Chenango,3,6
09/18/2020,Clinton,6,5
09/18/2020,Columbia,43,47
09/18/2020,Cortland,0,1
09/18/2020,Delaware,0,4
09/18/2020,Dutchess,163,156
09/18/2020,Erie,650,622
09/18/2020,Essex,12,13
09/18/2020,Franklin,1,1
09/18/2020,Fulton,20,28
09/18/2020,Genesee,6,6
09/18/2020,Greene,5,14
09/18/2020,Hamilton,0,1
09/18/2020,Herkimer,8,10
09/18/2020,Jefferson,1,1
09/18/2020,Kings,"4,566","5,062"
09/18/2020,Lewis,0,5
09/18/2020,Livingston,6,6
09/18/2020,Madison,6,9
09/18/2020,Manhattan,"3,384","2,106"
09/18/2020,Monroe,277,259
09/18/2020,Montgomery,8,9
09/18/2020,Nassau,"2,716","2,201"
09/18/2020,Niagara,68,89
09/18/2020,Non-NYS,0,106
09/18/2020,Oneida,114,121
09/18/2020,Onondaga,197,180
09/18/2020,Ontario,26,28
09/18/2020,Orange,410,412
09/18/2020,Orleans,41,55
09/18/2020,Oswego,0,3
09/18/2020,Otsego,6,4
09/18/2020,Putnam,62,63
09/18/2020,Queens,"4,083","5,112"
09/18/2020,Rensselaer,47,42
09/18/2020,Richmond,753,755
09/18/2020,Rockland,471,509
09/18/2020,Saratoga,5,15
09/18/2020,Schenectady,45,46
09/18/2020,Schoharie,0,2
09/18/2020,Schuyler,0,0
09/18/2020,Seneca,0,1
09/18/2020,St. Lawrence,4,4
09/18/2020,Statewide Total,"25,425","25,425"
09/18/2020,Steuben,29,39
09/18/2020,Suffolk,"2,058","2,011"
09/18/2020,Sullivan,32,37
09/18/2020,Tioga,19,21
09/18/2020,Tompkins,2,0
09/18/2020,Ulster,52,84
09/18/2020,Warren,31,30
09/18/2020,Washington,11,14
09/18/2020,Wayne,1,3
09/18/2020,Westchester,"1,586","1,454"
09/18/2020,Wyoming,3,5
09/18/2020,Yates,6,6
09/18/2021,Albany,621,368
09/18/2021,Allegany,60,92
09/18/2021,Bronx,"4,199","4,635"
09/18/2021,Broome,435,384
09/18/2021,Cattaraugus,102,96
09/18/2021,Cayuga,81,100
09/18/2021,Chautauqua,150,155
09/18/2021,Chemung,183,144
09/18/2021,Chenango,56,86
09/18/2021,Clinton,41,34
09/18/2021,Columbia,110,107
09/18/2021,Cortland,66,69
09/18/2021,Delaware,17,40
09/18/2021,Dutchess,510,483
09/18/2021,Erie,"2,084","1,879"
09/18/2021,Essex,22,29
09/18/2021,Franklin,12,15
09/18/2021,Fulton,64,97
09/18/2021,Genesee,109,127
09/18/2021,Greene,30,83
09/18/2021,Hamilton,0,3
09/18/2021,Herkimer,54,116
09/18/2021,Jefferson,60,71
09/18/2021,Kings,"6,715","7,463"
09/18/2021,Lewis,13,36
09/18/2021,Livingston,40,66
09/18/2021,Madison,83,97
09/18/2021,Manhattan,"5,075","3,105"
09/18/2021,Monroe,"1,307","1,154"
09/18/2021,Montgomery,112,133
09/18/2021,Nassau,"3,930","3,244"
09/18/2021,Niagara,238,382
09/18/2021,Non-NYS,0,288
09/18/2021,Oneida,560,541
09/18/2021,Onondaga,835,707
09/18/2021,Ontario,121,96
09/18/2021,Orange,784,750
09/18/2021,Orleans,49,83
09/18/2021,Oswego,67,100
09/18/2021,Otsego,74,51
09/18/2021,Putnam,88,95
09/18/2021,Queens,"5,756","7,084"
09/18/2021,Rensselaer,124,154
09/18/2021,Richmond,"1,158","1,183"
09/18/2021,Rockland,730,768
09/18/2021,Saratoga,141,186
09/18/2021,Schenectady,206,214
09/18/2021,Schoharie,6,20
09/18/2021,Schuyler,5,16
09/18/2021,Seneca,30,59
09/18/2021,St. Lawrence,106,115
09/18/2021,Statewide Total,"44,165","44,165"
09/18/2021,Steuben,127,156
09/18/2021,Suffolk,"3,537","3,507"
09/18/2021,Sullivan,69,81
09/18/2021,Tioga,39,67
09/18/2021,Tompkins,65,59
09/18/2021,Ulster,156,271
09/18/2021,Warren,99,76
09/18/2021,Washington,33,61
09/18/2021,Wayne,43,77
09/18/2021,Westchester,"2,518","2,327"
09/18/2021,Wyoming,40,54
09/18/2021,Yates,20,26
09/19/2020,Albany,178,123
09/19/2020,Allegany,0,2
09/19/2020,Bronx,"3,095","3,376"
09/19/2020,Broome,91,85
09/19/2020,Cattaraugus,6,7
09/19/2020,Cayuga,1,2
09/19/2020,Chautauqua,5,4
09/19/2020,Chemung,6,3
09/19/2020,Chenango,3,6
09/19/2020,Clinton,6,5
09/19/2020,Columbia,43,47
09/19/2020,Cortland,0,1
09/19/2020,Delaware,0,4
09/19/2020,Dutchess,163,156
09/19/2020,Erie,650,622
09/19/2020,Essex,12,13
09/19/2020,Franklin,1,1
09/19/2020,Fulton,20,28
09/19/2020,Genesee,6,6
09/19/2020,Greene,5,14
09/19/2020,Hamilton,0,1
09/19/2020,Herkimer,8,10
09/19/2020,Jefferson,1,1
09/19/2020,Kings,"4,566","5,062"
09/19/2020,Lewis,0,5
09/19/2020,Livingston,6,6
09/19/2020,Madison,6,9
09/19/2020,Manhattan,"3,384","2,106"
09/19/2020,Monroe,277,259
09/19/2020,Montgomery,8,9
09/19/2020,Nassau,"2,716","2,201"
09/19/2020,Niagara,68,89
09/19/2020,Non-NYS,0,106
09/19/2020,Oneida,114,121
09/19/2020,Onondaga,197,180
09/19/2020,Ontario,26,28
09/19/2020,Orange,411,412
09/19/2020,Orleans,41,55
09/19/2020,Oswego,0,3
09/19/2020,Otsego,6,4
09/19/2020,Putnam,62,63
09/19/2020,Queens,"4,084","5,113"
09/19/2020,Rensselaer,47,42
09/19/2020,Richmond,753,755
09/19/2020,Rockland,471,509
09/19/2020,Saratoga,5,15
09/19/2020,Schenectady,45,46
09/19/2020,Schoharie,0,2
09/19/2020,Schuyler,0,0
09/19/2020,Seneca,0,1
09/19/2020,St. Lawrence,4,4
09/19/2020,Statewide Total,"25,427","25,427"
09/19/2020,Steuben,29,39
09/19/2020,Suffolk,"2,058","2,012"
09/19/2020,Sullivan,32,37
09/19/2020,Tioga,19,21
09/19/2020,Tompkins,2,0
09/19/2020,Ulster,52,84
09/19/2020,Warren,31,30
09/19/2020,Washington,11,14
09/19/2020,Wayne,1,3
09/19/2020,Westchester,"1,586","1,454"
09/19/2020,Wyoming,3,5
09/19/2020,Yates,6,6
09/19/2021,Albany,621,368
09/19/2021,Allegany,60,92
09/19/2021,Bronx,"4,200","4,636"
09/19/2021,Broome,436,385
09/19/2021,Cattaraugus,102,96
09/19/2021,Cayuga,81,100
09/19/2021,Chautauqua,150,155
09/19/2021,Chemung,184,145
09/19/2021,Chenango,56,86
09/19/2021,Clinton,42,34
09/19/2021,Columbia,110,107
09/19/2021,Cortland,66,69
09/19/2021,Delaware,17,40
09/19/2021,Dutchess,510,483
09/19/2021,Erie,"2,085","1,880"
09/19/2021,Essex,22,29
09/19/2021,Franklin,12,16
09/19/2021,Fulton,64,97
09/19/2021,Genesee,110,127
09/19/2021,Greene,30,83
09/19/2021,Hamilton,0,3
09/19/2021,Herkimer,54,116
09/19/2021,Jefferson,60,71
09/19/2021,Kings,"6,717","7,465"
09/19/2021,Lewis,13,36
09/19/2021,Livingston,40,66
09/19/2021,Madison,83,97
09/19/2021,Manhattan,"5,077","3,106"
09/19/2021,Monroe,"1,308","1,155"
09/19/2021,Montgomery,112,133
09/19/2021,Nassau,"3,932","3,244"
09/19/2021,Niagara,238,382
09/19/2021,Non-NYS,0,288
09/19/2021,Oneida,563,544
09/19/2021,Onondaga,839,711
09/19/2021,Ontario,122,97
09/19/2021,Orange,784,750
09/19/2021,Orleans,49,84
09/19/2021,Oswego,68,101
09/19/2021,Otsego,74,51
09/19/2021,Putnam,88,95
09/19/2021,Queens,"5,761","7,090"
09/19/2021,Rensselaer,124,154
09/19/2021,Richmond,"1,158","1,184"
09/19/2021,Rockland,730,768
09/19/2021,Saratoga,141,186
09/19/2021,Schenectady,206,214
09/19/2021,Schoharie,6,20
09/19/2021,Schuyler,5,16
09/19/2021,Seneca,30,59
09/19/2021,St. Lawrence,106,115
09/19/2021,Statewide Total,"44,197","44,197"
09/19/2021,Steuben,127,156
09/19/2021,Suffolk,"3,540","3,511"
09/19/2021,Sullivan,69,81
09/19/2021,Tioga,39,67
09/19/2021,Tompkins,65,59
09/19/2021,Ulster,156,271
09/19/2021,Warren,100,76
09/19/2021,Washington,33,62
09/19/2021,Wayne,43,77
09/19/2021,Westchester,"2,519","2,328"
09/19/2021,Wyoming,40,54
09/19/2021,Yates,20,26
09/20/2020,Albany,178,123
09/20/2020,Allegany,0,2
09/20/2020,Bronx,"3,095","3,376"
09/20/2020,Broome,91,85
09/20/2020,Cattaraugus,6,7
09/20/2020,Cayuga,1,2
09/20/2020,Chautauqua,5,4
09/20/2020,Chemung,6,3
09/20/2020,Chenango,3,6
09/20/2020,Clinton,6,5
09/20/2020,Columbia,43,47
09/20/2020,Cortland,0,1
09/20/2020,Delaware,0,4
09/20/2020,Dutchess,163,156
09/20/2020,Erie,650,622
09/20/2020,Essex,12,13
09/20/2020,Franklin,1,1
09/20/2020,Fulton,20,28
09/20/2020,Genesee,6,6
09/20/2020,Greene,5,14
09/20/2020,Hamilton,0,1
09/20/2020,Herkimer,8,10
09/20/2020,Jefferson,1,1
09/20/2020,Kings,"4,566","5,063"
09/20/2020,Lewis,0,5
09/20/2020,Livingston,6,6
09/20/2020,Madison,6,9
09/20/2020,Manhattan,"3,385","2,106"
09/20/2020,Monroe,277,259
09/20/2020,Montgomery,8,9
09/20/2020,Nassau,"2,716","2,201"
09/20/2020,Niagara,68,89
09/20/2020,Non-NYS,0,106
09/20/2020,Oneida,114,121
09/20/2020,Onondaga,197,180
09/20/2020,Ontario,26,28
09/20/2020,Orange,411,412
09/20/2020,Orleans,41,55
09/20/2020,Oswego,0,3
09/20/2020,Otsego,6,4
09/20/2020,Putnam,62,63
09/20/2020,Queens,"4,084","5,113"
09/20/2020,Rensselaer,47,42
09/20/2020,Richmond,753,755
09/20/2020,Rockland,471,509
09/20/2020,Saratoga,5,15
09/20/2020,Schenectady,45,46
09/20/2020,Schoharie,0,2
09/20/2020,Schuyler,0,0
09/20/2020,Seneca,0,1
09/20/2020,St. Lawrence,4,4
09/20/2020,Statewide Total,"25,428","25,428"
09/20/2020,Steuben,29,39
09/20/2020,Suffolk,"2,058","2,012"
09/20/2020,Sullivan,32,37
09/20/2020,Tioga,19,21
09/20/2020,Tompkins,2,0
09/20/2020,Ulster,52,84
09/20/2020,Warren,31,30
09/20/2020,Washington,11,14
09/20/2020,Wayne,1,3
09/20/2020,Westchester,"1,586","1,454"
